page_view,user_id,attrs,purchased
683,0,0.14595979163895623,1
244,6,0.377022602382115,0
152,0,-0.07888345299691979,1
617,0,0.7219897330200163,1
367,0,0.17328489544761294,1
988,0,0.31300164257081853,1
591,4,1.3777796393246426,1
149,8,0.8507355302330298,0
565,0,0.6991878242536395,1
489,0,0.7595373707721875,1
867,0,0.08284780388676444,1
762,1,-0.2834240020923413,1
338,0,-0.09451284413004968,1
574,0,0.7199249858784095,1
121,7,0.4795989569803254,0
834,4,-0.28539223303934436,1
217,6,1.2636340751602142,0
205,1,0.6716775318716978,1
646,0,0.9078133230775612,1
141,0,0.49343967318566034,1
982,2,0.7543972595849968,1
295,2,0.8934474364928189,1
200,3,0.6240251942870936,1
596,0,0.5573975459368141,1
368,2,0.365226000561617,1
940,0,0.5146712235713251,1
131,3,0.6974375242720915,0
707,7,0.9668858938692546,0
392,0,1.3073435485352993,1
387,4,0.21426061646145989,0
654,0,0.1271081093901436,1
592,3,1.351404812347017,1
21,3,0.18984583926651905,1
701,0,0.36319647547653544,1
893,8,0.19385840580631675,0
840,0,0.5555016722052658,1
813,0,0.6946491314259244,1
88,0,1.26413223792414,1
628,0,0.7850204792381505,1
697,0,0.9276664680191635,1
794,0,0.11288419478479145,1
46,0,0.1751814190993793,1
15,0,0.589395918198613,1
743,0,0.4874353059914438,1
306,5,0.46791933169879457,0
13,0,1.1923848473268004,1
36,0,0.08195392595585815,1
518,0,0.4636093685479217,1
959,0,1.1449021852865295,1
155,0,0.4757545438030503,1
219,6,1.1720297873760805,0
11,0,0.40726309639565283,1
304,0,0.14692044640939106,1
582,4,1.2923824865996423,0
859,0,1.0560554999871903,1
3,0,0.5973550119165565,1
886,7,0.004441804316995479,0
661,0,0.4755000153954479,1
724,2,0.6559923783169571,1
636,0,0.8401113913613862,1
978,0,0.05960127524611192,1
239,3,0.0958464007928474,0
449,7,0.6384490692969962,0
856,3,-0.035759652004762055,1
197,4,0.5908522348375655,1
23,0,0.4720865014693257,1
760,1,1.0339228213588099,1
885,2,0.20522779312871803,0
783,3,-0.0011878406615393189,1
104,0,1.0070130543981226,1
177,9,0.5177077093463922,0
32,0,0.6052298136816904,1
808,4,0.305527568503391,0
866,0,0.7737164631270339,1
504,0,0.26895354989569287,1
302,0,0.3761198053195797,1
343,6,0.4081197837986087,0
571,4,0.14603633394291893,1
407,8,1.5222614127744956,0
159,1,-0.15296289199944457,1
857,0,0.6716340382452762,1
274,0,0.5710006162660802,1
587,0,0.36457831561715714,1
117,0,0.18898511355544118,1
692,0,0.6951304304410286,1
512,0,0.2668876261266845,1
482,0,0.019480369941494657,1
585,0,0.37182233358459754,1
386,0,0.3699873553841786,1
203,4,0.2890037461898163,1
860,1,1.1106650952427444,0
297,1,0.3800716094010371,1
936,4,0.6207766795650869,0
492,0,0.41577332504434,1
139,0,0.30568263426311887,1
8,0,0.7099937077331949,1
770,2,0.550901601862709,0
418,0,0.21023274982099843,1
933,1,0.9452634311260326,1
31,7,0.6106591544171839,0
941,0,1.2054177941374151,1
796,8,0.50323514989199,0
991,0,1.0966292368714754,1
801,0,0.27939299311457444,1
168,8,1.1769054813358526,0
391,0,0.774204420406658,1
653,6,0.35500508639672423,1
82,0,0.833927971779751,1
748,7,0.14516081252003038,0
622,0,0.15945756710231201,1
381,3,0.01906860556231116,1
853,0,0.633539905788927,1
167,3,0.33354980554663877,1
945,0,0.42904830667515553,1
265,8,0.5007467601240541,1
477,0,0.8562181071973829,1
345,6,0.6068104798925147,1
570,4,0.14171850281997644,1
483,7,0.06462167824750825,1
687,0,0.1643341323776213,1
364,1,0.44608022159437877,0
90,8,0.028980383076683824,0
358,0,0.6987906698072001,1
175,0,0.03201662463957955,1
664,0,1.1169383522343739,1
590,3,0.150836423420455,1
123,7,0.2866903587239291,0
4,0,0.5340002629649532,1
531,1,0.9359778441599255,0
411,0,1.1749289118798407,1
312,0,-0.1482548170803314,1
744,0,0.6373186906870147,1
220,0,0.5581681181427409,1
436,0,0.8804172127756007,1
712,0,-0.5534150283611188,1
199,7,1.125514216565639,0
669,9,0.44733490144279453,0
40,2,0.17123550091560713,1
789,3,0.24402905880044634,1
573,9,1.0280416954852862,0
484,8,0.31475889878838637,1
251,0,0.18967281617313775,1
70,5,0.8595601838674929,1
576,0,0.6180318914090812,1
729,8,0.8003453778528562,0
298,6,-0.5971961570591482,1
320,0,-0.03555068322643007,1
522,0,0.4674857515839954,1
270,0,0.2834706592683187,1
963,0,0.8394111889274831,1
577,0,0.06812651997460595,1
310,0,0.34744906521711016,1
249,2,0.46685275701396567,1
153,9,0.795400269647111,0
903,0,0.5629494041364158,1
474,5,0.643108771887046,1
989,8,0.9696007407699712,0
119,8,-0.044662582475825996,1
401,9,-0.3396805235839815,0
820,0,1.0077946106637752,1
563,9,0.45043043672754407,0
952,0,0.5669587468928645,1
51,0,0.590498264458048,1
34,1,-0.29296794931314507,1
271,3,0.8608535675612243,1
771,0,0.3704680102754735,1
749,1,0.42812601376391546,1
535,6,0.2821453412274372,0
38,0,0.8695180029832108,1
861,9,0.10886321302880425,0
287,0,0.30534774024079103,1
307,0,0.6174344732321329,1
894,0,0.875622922106493,1
195,0,0.4295074906086459,1
673,0,0.556142076840971,1
750,2,0.9783836170719606,1
954,0,-0.03265665417478969,1
884,0,0.5060587465582895,1
253,0,0.8682769967632269,1
402,0,-0.08876193505694718,1
904,0,-0.2628717597532473,1
125,0,0.7851127149779809,1
508,7,0.9080088084157648,0
800,0,0.43775200574441564,1
319,2,0.6650234590888402,0
908,0,-0.11860800379387804,1
189,3,0.6745668202088217,1
999,0,0.4862155817867303,1
383,0,0.15983441309625834,1
594,5,0.22576614026099723,0
440,9,0.17148172511509502,0
213,0,-0.6697341589943961,1
264,0,0.1258520384978949,1
453,0,0.24989186636061606,1
495,0,0.5792195596887607,1
716,0,0.10050862713672232,1
330,0,0.40723085737636455,1
862,2,0.2341049839215239,1
69,0,0.19322384496730854,1
322,0,0.47741685014545526,1
460,5,0.47816857530365026,0
464,2,0.508144608859581,1
419,0,1.045315529533533,1
56,0,0.3841967363651496,1
689,0,1.0071086669004905,1
523,0,0.21285047164737103,1
764,7,0.6590742708555861,0
607,0,0.34559490047843205,1
917,0,0.4462153775458989,1
895,0,0.750990335422169,1
461,0,0.41595758606694677,1
360,5,0.9093370323229795,0
823,0,0.00704037190775697,1
87,0,0.803633390905311,1
241,0,0.34557473323734766,1
5,8,0.14361748901902077,0
584,0,0.8722889291534137,1
905,3,0.17513430406986835,1
981,0,0.6626862320544931,1
792,0,0.8984709081585764,1
10,0,0.52048447992228,1
684,0,0.6831480890470029,1
385,0,0.39181996253904,1
501,7,0.8699051306969123,0
753,4,0.42743614794787116,1
507,8,0.8905431910067683,1
551,4,0.7460680545362648,1
222,0,-0.010870866164843895,1
388,0,0.49378108701898116,1
832,0,0.8584889473021471,1
776,5,0.29441921813155103,0
539,0,0.6505967412353264,1
920,0,0.42975593793187267,1
595,0,0.2308914452358211,1
252,0,0.8344077933956671,1
644,1,-0.14554544575418216,1
439,8,0.05232480738510553,0
289,3,0.8749235315445777,1
228,0,0.7343808497372359,1
969,6,0.27213093470197625,0
538,8,0.6907062252059784,1
851,1,-0.1848310706419276,1
961,2,0.9217980860234536,0
456,0,0.024971548667496624,1
235,0,0.49332495648831537,1
892,5,0.2632901478261346,0
218,7,0.9785769647078371,0
178,0,0.17011622575010427,1
637,0,0.46720337043695837,1
804,0,0.48150095324876124,1
103,0,0.17712123602319046,1
176,0,1.1319326631776605,1
24,8,0.17928847382273633,0
733,0,0.7309499729144688,1
561,5,0.970423686258148,0
398,9,-0.23564155802218167,0
943,0,1.1370381264450378,1
564,5,0.4058899817586055,1
380,0,0.41743347677725334,1
845,0,0.3253341908395154,1
420,0,0.24866100891246717,1
614,3,-0.04259907786438766,0
727,0,0.13924240039736768,1
826,0,0.6554001108723452,1
181,0,0.5410754231724907,1
765,2,-0.702379155486974,1
463,0,0.37806559402786066,1
164,0,-0.8483593210588063,1
705,5,1.5040620587651359,0
138,9,0.7513576874999783,0
446,3,0.22430900101456724,0
416,0,0.3806678310531275,1
154,0,0.18582388159528312,1
406,0,0.620644903809167,1
216,0,0.12840906006604014,1
433,0,0.15767538670909764,1
18,1,0.7134178045145569,1
842,0,0.3598076888531454,1
670,2,0.4827193078227352,1
67,7,0.4707940397844094,0
226,0,0.3772861932574262,1
342,0,0.8846917398751963,1
160,0,0.7662335250990828,1
148,8,0.5905028239813455,0
879,0,0.5579546377972652,1
543,0,0.9820654638257091,1
949,3,0.2525500005265745,0
601,8,0.6205933023994687,1
625,3,0.3068421426738427,1
263,0,0.36187820762531575,1
619,0,1.0255995083030942,1
288,0,0.6278368926898319,1
839,4,0.45930848365336663,1
379,1,0.638373738566231,1
111,7,0.6415170598180725,1
871,0,0.8502598257862728,1
811,0,0.3360087008836318,1
505,0,0.8221768717450719,1
120,0,-0.3980791110363028,1
137,0,0.21895817995843625,1
414,0,0.5445442944259116,1
798,4,1.4812017351941305,0
876,5,0.6875017550485304,1
357,2,0.47744809332284904,1
647,5,0.3068494052060582,1
812,4,0.6289227564727476,1
787,1,0.9274258573261316,0
864,0,0.5896958226528717,1
658,0,0.2734981461732151,1
156,6,0.8284569199482386,1
717,0,1.0210263464576332,1
229,3,0.46602554689361053,0
233,2,0.2605065411821689,1
802,0,0.209135321250759,1
234,2,0.20108468121623102,1
695,9,0.2958605490251056,0
929,8,1.06508320612424,0
255,0,0.8153517940791586,1
782,5,0.4017030438868266,1
704,0,0.763720045411264,1
293,3,0.6257758577836692,1
634,0,-0.5463082980660467,1
71,3,0.7945960469644963,0
768,0,-0.05355665343669025,1
540,5,0.9092964848799767,1
292,6,0.24336625673343726,1
696,0,0.9287978459781298,1
25,0,0.4492921043040784,1
328,0,0.14774021121279002,1
778,7,1.2585811120047183,0
510,6,-0.057677214116078956,1
327,7,0.09569624940454302,1
703,0,0.2837829050589457,1
333,0,1.3142693516058586,1
611,5,0.830491015488662,0
92,0,0.0825620316248808,1
927,0,0.692381565419907,1
875,5,0.5685256846956092,0
467,0,0.8428636211652427,1
773,2,0.008011429183386709,1
818,8,0.9005477625377858,0
526,0,0.27748993714250847,1
83,3,0.6912220553882538,1
554,3,-0.4715601079578793,1
878,4,1.0453077275065104,1
397,0,0.4793880818474517,1
496,5,0.8841785647048368,0
369,0,0.5017536018933136,1
465,1,0.5475972084911438,1
430,2,-0.17866832004235378,1
736,0,-0.2981338834836941,1
579,4,0.5374876582073518,0
415,0,-0.005137351114169797,1
363,0,0.582624242610017,1
268,2,0.6397717859256797,0
382,0,0.39732021242345095,1
710,0,0.2727000881497724,1
536,2,0.8919918439685672,1
187,0,0.2884030102168373,1
425,6,0.5129182489427532,1
935,0,0.6211502828396445,1
444,0,-0.4759459539224059,1
94,1,0.49814398571921537,1
815,0,0.6570971752645511,1
354,0,0.37295903436557193,1
525,0,0.6386560633374754,1
774,3,0.3502593743785044,0
348,9,0.5140089266299626,0
638,0,0.5146463377221158,1
145,7,1.039227392169489,0
454,0,1.3143906567748538,1
258,0,0.5794514326906552,1
597,9,0.19555792110892,0
47,0,0.6686387087271719,1
129,6,0.914125269507162,1
874,0,0.13149563447353452,1
389,7,0.8060250886697662,0
737,8,0.7038381897959569,0
29,1,0.798930335622059,1
730,5,1.1001752764667811,1
956,0,0.2994215368824444,1
965,0,0.3955663746169963,1
273,0,-0.027422464923853473,1
641,0,0.2580968175015478,1
909,0,0.7775769161068633,1
980,9,0.5520792060514939,0
656,1,0.11245130282492244,1
27,8,0.2876992832375225,0
755,8,0.32744655511244203,0
33,0,0.41433061878868865,1
569,4,0.7259901913322482,1
951,0,0.400647915808868,1
172,0,0.40230621421697144,1
427,8,-0.1480664049215168,0
242,0,0.6976590866574873,1
746,9,0.7935468938088963,0
519,6,1.1211558989655575,0
835,0,0.39583242118592465,1
346,0,1.185760713722336,1
373,9,0.6925775170783067,0
553,0,-0.06304386551450791,1
361,5,0.6483520100495295,1
544,0,0.6590469177622695,1
971,3,0.5213109926427757,1
245,0,0.3654257935908686,1
780,5,0.31855410397861755,0
227,0,-0.011180095380930122,1
897,5,0.8686262935402733,1
305,5,0.8484166310093717,1
196,1,0.8479004275051358,1
843,0,0.7839549476955847,1
72,0,0.09303409974137161,1
60,1,1.3154336212937072,1
912,0,0.06843880646690337,1
837,0,0.48505196043876747,1
630,0,0.5079486356902024,1
451,0,0.6078355410271408,1
301,3,0.020838895852763772,1
972,0,0.9996654632356186,1
282,0,0.7198384098258542,1
983,8,0.7949842215710259,0
979,0,0.24326649589679894,1
325,0,0.4059762604567553,1
39,0,1.1999530214341547,1
97,9,-0.20786573257435448,0
432,7,0.8315665613309322,0
532,5,0.5656368698070177,0
690,6,1.0570583730188543,0
396,7,-0.049867183634125456,0
136,0,0.9641070217983909,1
445,8,0.31888380989944254,1
323,0,0.5534063959859239,1
751,1,0.6059669108662519,0
174,1,1.220072223853415,1
115,0,0.4129964717171148,1
450,0,0.831840828781268,1
66,5,0.9981667670259498,1
728,0,0.20348571503498264,1
731,0,0.09037152959388473,1
976,0,0.2772874279566574,1
480,2,1.3942233499739491,1
668,5,0.06798064757397176,0
872,0,1.1172652991960756,1
100,0,0.5229660292446148,1
686,0,-0.062119930060841266,1
822,4,1.2633214371668215,0
955,0,1.070600233979191,1
324,0,0.17716073745318056,1
985,0,1.3318759937026448,1
108,0,0.3513824424010208,1
113,0,1.1288155149113581,1
788,8,0.2059547149890531,0
672,0,0.46556548199681236,1
209,0,0.44915321667093067,1
107,0,0.7004026903107581,1
599,4,0.48260982121227247,1
279,2,0.21792109171097812,1
888,0,0.3243136869331749,1
393,9,1.277084404944028,1
777,1,-0.37454682528192207,1
99,0,-0.13620093603252115,1
182,1,-0.41645694173616976,1
838,4,0.3521435974553324,1
275,3,0.3167148456327139,0
157,7,0.396672300872577,0
816,0,0.10238715440800877,1
133,0,0.7416116647782302,1
824,0,0.8033685464864064,1
166,0,1.144704165190664,1
332,9,0.9499634938142575,0
814,0,0.27183544460442655,1
754,5,0.8010410101937628,1
459,0,-0.2555077720217319,1
49,6,-0.17770095792641472,0
663,1,-0.11574351956450013,0
873,0,1.3330304534540702,1
65,0,0.5611356272356747,1
994,0,0.47640937132576777,1
225,0,0.8423718292510165,1
844,4,0.3784676001529143,1
286,5,-0.38410103268427176,1
204,9,0.4008773396494469,0
202,0,-0.2720412869825001,1
698,0,0.20993883507026923,1
447,0,0.7297600220894699,1
810,7,0.5465090111675741,0
757,4,0.12789762816554573,1
412,0,0.3218227584365688,1
793,0,0.590662974739427,1
739,6,0.47056661244437115,0
642,2,0.3169966568952184,1
77,2,0.06799901709205924,0
76,0,0.3587693527796082,1
184,5,0.12206165012891168,1
80,3,-0.1776110324899609,0
676,0,0.3819146441518282,1
530,0,0.8051856424059258,1
902,8,1.114545508901199,0
280,7,0.457849691932843,0
91,2,0.43326635431121907,0
42,0,1.1939337743797487,1
769,0,0.4040529663920011,1
291,0,0.6879802206360501,1
913,4,0.8754074184339486,0
341,4,0.061444214697433774,0
562,0,0.16554145555611188,1
995,1,0.017236329345952373,1
786,0,0.6786639079031226,1
466,0,0.6850495115058545,1
188,4,-0.0414329022577512,0
73,9,0.717018990274713,0
210,0,1.0683304143162142,1
428,6,0.06388485057504123,0
948,0,0.4514975424871904,1
169,0,-0.10196787980503896,1
865,9,1.1641851494084765,0
533,0,0.40793836829896074,1
284,0,0.2693961301073785,1
542,6,1.0194771446606388,0
376,0,-0.4075122627836214,1
231,4,0.610880782983671,0
192,2,1.2021589088936855,1
546,0,0.4225732711032931,1
6,0,0.2353191049304838,1
470,8,0.39711125470354963,0
424,0,0.27547860869100654,1
14,0,0.3183794475587212,1
74,0,0.3537208633379415,1
124,4,0.47524458426817656,0
756,0,0.7359674172262688,1
785,0,0.29378513815901264,1
356,9,1.0718996006492945,0
659,0,-0.04163143992197571,1
799,4,0.07319586588810356,1
256,0,0.2872543978398032,1
715,9,0.7460769936170399,0
340,0,-0.38911927950403846,1
95,3,0.26675928832518636,0
81,0,0.6570793578520929,1
311,6,-0.23528104237511993,0
261,2,0.05081115260307656,1
719,7,0.5610193800784212,1
455,9,0.055729743510323615,0
627,8,0.616868544560281,1
22,3,0.28194385292179136,1
262,0,0.39142172540359343,1
560,8,0.35434232380558583,0
395,0,1.1365540022970406,1
394,4,0.9406117675026229,1
359,0,-0.2757643550739832,1
494,1,0.9172105171708924,0
308,0,0.788268498681201,1
790,5,0.40071183528328935,0
41,5,0.13760166862388407,0
665,0,0.2453956471326882,1
410,4,0.5669626651841061,1
923,0,0.6254222969088227,1
652,9,0.38649613148789497,0
511,0,0.4833240683418181,1
990,5,0.687594526380972,0
313,1,-0.007559563668344649,1
163,0,0.10663561618399836,1
26,0,0.22496019975406017,1
122,0,0.5903373244524432,1
140,0,-0.022855155766884905,1
384,5,0.9975074282814378,0
772,2,0.600914196144539,1
214,7,0.5077254318641671,0
775,0,-0.08121377938075713,1
849,2,0.9547654279514828,1
868,8,0.08945307116805168,0
132,0,0.7255754554624954,1
438,8,1.1503309608860022,0
997,3,0.10225251589991546,0
586,0,1.5424730693750832,1
910,1,0.8670916300606626,0
110,0,0.002815953130777038,1
457,0,0.9484812688642732,1
833,0,0.680160241430462,1
632,0,0.7543800941110944,1
623,0,0.31412855945137985,1
973,9,0.8028791980592385,0
520,0,0.2793433757237389,1
645,9,0.863822954509066,0
930,7,0.7694890503503609,0
682,0,0.7700365727916867,1
964,0,0.6944786651144228,1
735,0,0.7066798414258009,1
53,6,-0.08510977184411161,1
942,0,0.36483084829440227,1
566,0,0.7983372941513247,1
924,5,0.9678747270009818,1
559,0,0.9128694226686773,1
640,0,0.2403342307799765,1
819,5,0.07966867399424382,1
86,3,0.48886408415970883,1
185,0,0.3322188394928468,1
974,0,1.4920712903046596,1
19,2,1.332252864962185,1
267,0,1.3329964615050252,1
555,0,0.3830969141281216,1
603,0,0.8005106968901273,1
681,0,0.6399928142130658,1
855,9,0.017439233890772232,0
829,0,0.7863526819048567,1
925,5,0.7223802512373663,0
986,0,1.1712119340711573,1
206,4,0.7510119133850066,0
713,0,0.7387308883377124,1
54,0,-0.14332975130039471,1
916,1,0.1642328612609285,1
277,0,0.5488788145907315,1
758,0,-0.0008486697986044289,1
702,7,0.25975778323077325,1
685,0,0.8188711725583923,1
238,0,0.6320152099096219,1
452,0,1.4083941459399878,1
825,8,0.18151860440778717,0
907,0,-0.047849056178624116,1
112,4,0.7264925478703195,1
809,0,0.4374358862317382,1
706,0,0.5222265844699148,1
158,0,0.34881428112544044,1
224,9,0.28019257856005764,0
626,8,0.3296892897301361,0
35,4,0.9236007269758209,1
633,0,0.7466884126023133,1
516,0,0.5428386838649235,1
662,0,0.4549257478965677,1
881,4,0.7389090240582576,1
165,6,0.5342154925561342,1
797,8,0.8376126296053337,0
529,0,0.6318830298285416,1
421,7,0.028603067152224937,0
545,4,0.8909558234460566,0
795,0,0.980740804514435,1
315,0,0.6576369174398835,1
791,0,0.8049366423187942,1
922,0,0.73830951361683,1
928,0,0.6793138460470173,1
63,9,-0.22620561023762098,0
378,0,0.670397698004943,1
478,3,0.10833727198577175,0
240,0,0.14498618631231514,1
479,4,0.8331434466284846,1
589,6,-0.05074944932494485,0
52,3,0.39034521343200485,1
937,0,0.3617912329640486,1
679,0,0.5912526783754027,1
828,0,-0.5928333143089906,1
374,0,0.8932002411403654,1
64,3,-0.12677910809968174,1
720,0,1.0910425509186348,1
147,0,1.0622172544572162,1
278,0,0.13115501390842915,1
105,0,0.9109874327399474,1
711,6,0.4066566457419154,1
890,6,0.44675898075432574,1
150,0,0.6445700109351723,1
366,7,0.6912606359205118,0
593,0,0.6822794219252549,1
805,2,0.5117472350015964,1
987,0,0.2926837956117708,1
350,5,0.6590315515183698,0
745,7,0.8418788090411213,0
45,3,0.08358024562124472,1
127,1,0.8488187596177801,1
335,0,0.6560897176519809,1
567,0,0.991827586955287,1
900,3,0.7728421392243278,1
906,6,-0.33912069495244834,0
326,0,0.33980245456462377,1
487,8,0.06344873954668662,0
336,0,0.41209184419892775,1
458,0,0.07050310163992157,1
417,9,0.6981136291873522,0
186,0,0.6884541815939526,1
880,0,0.28435930454710373,1
660,0,0.10408960662242656,1
515,0,-0.41760216485842205,1
766,0,0.22070167550737185,1
947,2,0.4068273258206857,1
43,0,1.0606724950348665,1
547,6,0.1615963452138286,0
992,0,0.6721522486433238,1
85,0,0.47926849130413746,1
708,2,0.21251143388749855,1
621,0,0.17009477554524222,1
58,0,0.3256687043135429,1
883,0,0.41435125355197894,1
223,4,-0.24077528983208585,0
497,0,0.9967617627105142,1
171,0,0.4167577971482988,1
75,0,0.14758061402482975,1
409,9,0.03978991076510252,0
481,0,0.20302234967079508,1
877,5,0.29176288781538684,1
598,6,0.4144857493449878,0
612,7,0.812650298248072,0
347,5,1.1552466216576422,0
443,0,0.9612543904868098,1
613,0,0.5698344497465195,1
781,0,0.29452963328858206,1
534,0,0.06525653801816556,1
975,2,0.9306019914422454,1
170,0,0.4641585217987343,1
372,0,0.4947109901718253,1
321,0,0.5869002380046427,1
146,0,0.719831632585755,1
848,1,0.5590546948280892,1
500,6,0.46894083245188556,0
583,0,-0.060988942469952345,1
699,2,0.4791421828577521,1
738,0,0.3657900465765219,1
212,9,0.6465665250116925,0
556,0,-0.08742311153184634,1
269,6,0.8068666273708425,0
761,0,0.46195082352665007,1
631,7,0.2627772863590849,0
296,4,0.6394455773474041,1
16,9,0.8591882606577572,0
128,0,0.4765827553664204,1
93,3,0.6456339058465717,1
827,8,0.7432721990543809,0
118,5,0.43548151200084234,1
142,0,0.13538468428814948,1
953,0,0.5021693509559729,1
602,0,0.916436897115908,1
344,8,0.6871562575706505,0
183,2,0.9067389966456159,1
179,0,-0.20884232504908795,1
552,0,1.311752608644944,1
130,9,0.673619472421018,0
370,3,0.67065968883434,1
958,5,0.5809948876902326,1
931,5,1.0217750029401025,0
371,0,0.11191054318067967,1
485,0,0.34752006740703784,1
962,9,0.9290283370368928,0
550,1,0.8373614493310342,1
89,6,-0.06603305005853544,0
817,0,0.4538540355401826,1
493,0,0.3817034250742548,1
572,0,0.9615099811257464,1
549,0,0.2301062231894364,1
946,0,1.4390862950984311,1
314,0,0.917787735278873,1
472,0,0.0925288180399178,1
803,0,0.6192004854490207,1
678,3,0.4095903847310516,1
471,0,0.7897860355396985,1
17,5,0.2502402615496967,0
967,0,0.07042766102795306,1
334,0,0.5825827119683956,1
629,7,0.6581630367716805,0
957,0,0.4605322525751643,1
610,0,0.6949599475849451,1
578,0,0.4570109960727108,1
399,0,-0.57036207937165,1
390,7,0.15189453629486177,1
79,2,0.481495748053292,1
618,8,0.3136533593796106,0
62,5,-0.0833809883912301,0
299,4,0.39419383525222357,1
509,0,0.1607841910629666,1
50,1,0.5055019367299592,1
1,6,0.06505724190387169,0
649,3,-0.19545340044290904,0
337,3,0.7951576142948273,1
355,0,-0.0015674011399199328,1
294,1,0.5637938301432907,1
413,1,0.03135843051264198,0
667,4,1.000349152403831,1
914,0,0.20582743683321553,1
285,0,1.0421031446444395,1
869,4,-0.28396391824284617,0
694,0,1.3020509839410508,1
521,6,0.7231183294734574,1
257,9,0.22714192486137086,0
528,1,-0.07643095336779504,1
606,0,-0.06526459294255227,1
68,0,0.8127117439126581,1
