ID,AVG_PAY_AMT,DEFAULT
28735,358.6666666666667,0
1683,2558.6666666666665,0
5076,1750.0,1
18891,5641.333333333333,1
853,83.33333333333333,0
6875,325.0,1
11350,3183.3333333333335,0
8881,12173.333333333334,0
23549,6755.166666666667,0
11799,3180.1666666666665,0
4354,1733.3333333333333,1
25603,4653.333333333333,0
4043,1227.5,0
19907,2571.3333333333335,1
24464,4638.0,0
4646,8768.5,0
23014,64505.166666666664,0
27943,3169.1666666666665,0
4809,17326.666666666668,0
17056,2350.0,0
11072,1268.0,0
18442,4131.0,1
20432,1666.6666666666667,0
16335,5639.666666666667,0
22367,1558.0,0
14967,3087.0,0
4788,7050.0,0
14764,8850.0,1
1709,1507.6666666666667,0
13905,1238.5,1
11481,1471.3333333333333,0
2696,833.3333333333334,0
6926,0.0,1
889,670.0,0
12200,3109.0,0
8467,2633.3333333333335,1
27937,1846.0,0
19464,28220.0,0
22914,2656.0,0
27560,3283.3333333333335,0
11834,24741.833333333332,0
21222,2400.0,1
14154,2258.5,0
25148,21855.5,0
8752,17042.5,0
24364,0.0,0
13520,3489.1666666666665,0
28562,10693.666666666666,0
5088,1405.3333333333333,0
17451,3190.0,1
10362,5306.166666666667,0
3963,267.1666666666667,1
12866,26883.666666666668,0
23596,381.5,0
1850,0.0,1
8088,2583.3333333333335,0
1716,1228.5,0
16317,5038.166666666667,0
5608,4583.333333333333,0
12934,26972.166666666668,0
14854,9029.166666666666,0
9864,8791.666666666666,0
7447,6904.0,0
9517,7997.5,0
26163,9255.833333333334,0
7547,1047.5,0
24253,5470.0,1
19579,7201.5,0
26361,4815.5,0
12224,1917.8333333333333,1
16256,0.0,0
16232,38997.166666666664,1
7981,6209.166666666667,0
26015,3217.5,0
18623,1900.0,1
13420,1004.8333333333334,1
20691,35520.833333333336,0
8767,1271.6666666666667,0
16015,100.0,0
19946,3862.3333333333335,0
10459,20012.5,0
10391,3560.0,1
1837,1319.0,0
864,1082.6666666666667,0
16295,4000.0,1
26251,21194.833333333332,0
13238,739.6666666666666,0
7126,6219.666666666667,0
5402,9707.5,0
9695,1250.0,1
22095,2991.5,1
13301,783.3333333333334,1
17425,6158.333333333333,0
8651,976.6666666666666,0
3415,10501.0,0
8818,1951.1666666666667,1
19457,1363.5,0
2549,2778.8333333333335,0
17409,1151.6666666666667,0
8392,15182.166666666666,0
24485,3760.5,0
11987,2250.0,0
10512,3064.0,0
24586,1450.0,0
6437,1666.6666666666667,0
18780,4452.0,0
27161,0.0,1
25297,1510.1666666666667,0
11521,3044.3333333333335,0
7299,1250.0,0
28015,5501.0,0
23827,4800.166666666667,0
23301,18367.5,0
14167,426.6666666666667,0
591,14973.333333333334,0
968,1603.8333333333333,0
12542,20097.0,1
15885,2534.8333333333335,0
5016,2064.0,0
3335,794.1666666666666,0
1148,8321.166666666666,0
3425,911.3333333333334,0
16068,3666.6666666666665,0
5,9841.5,0
5569,1283.3333333333333,0
9228,334.6666666666667,1
19279,3456.6666666666665,0
25078,420.1666666666667,0
25048,8449.0,1
27814,0.0,0
29085,0.0,1
6215,15166.666666666666,0
28745,5416.666666666667,0
15252,2459.5,0
12436,4194.166666666667,1
3656,3312.8333333333335,0
27264,13466.666666666666,1
1125,4766.666666666667,0
7505,1341.6666666666667,1
5912,1479.1666666666667,0
19428,12320.333333333334,0
4339,553.6666666666666,0
8348,23332.166666666668,0
25378,1371.5,1
6684,1266.6666666666667,1
3660,8637.166666666666,0
2869,4158.0,0
17490,3167.0,0
12822,20444.166666666668,0
25560,4132.333333333333,0
5308,29589.5,0
7033,4001.5,0
26077,1616.3333333333333,0
20157,2652.8333333333335,0
14146,6880.333333333333,0
21452,2256.1666666666665,0
7571,1574.5,0
25410,2738.8333333333335,0
4680,2558.0,1
12251,13585.166666666666,0
8437,5083.333333333333,0
23758,5950.666666666667,1
21248,2616.1666666666665,0
21409,1771.0,0
3928,7750.0,1
11687,5950.0,0
2693,5210.166666666667,0
29590,374.3333333333333,0
29189,4750.333333333333,0
2148,1379.8333333333333,0
28170,828.8333333333334,0
15682,2340.3333333333335,1
6840,35482.833333333336,0
23136,477.0,0
15398,6747.833333333333,0
8581,18870.666666666668,0
20999,16477.5,0
5957,10573.666666666666,0
12189,3817.5,1
18551,0.0,1
24849,2319.0,0
20819,2770.3333333333335,0
22973,2532.1666666666665,1
9944,7049.0,0
19238,1859.8333333333333,0
20550,1337.5,0
10044,637.8333333333334,0
20275,9942.166666666666,0
6888,1211.5,0
7666,11204.666666666666,0
7134,5994.833333333333,0
26492,3351.8333333333335,0
21276,6042.833333333333,1
29395,46051.0,0
27437,866.6666666666666,0
23680,0.0,0
26737,2533.3333333333335,1
410,7137.166666666667,0
17587,1031.6666666666667,1
17652,4248.0,0
27478,8250.0,0
13276,647.1666666666666,0
69,6896.5,0
9840,1216.6666666666667,0
26417,5513.666666666667,0
24079,4373.0,0
3741,2342.6666666666665,0
137,3333.3333333333335,0
11677,680.6666666666666,0
19882,7072.666666666667,0
1883,2333.3333333333335,0
18985,5704.333333333333,0
11433,2823.0,1
6677,4166.666666666667,0
18595,2436.1666666666665,0
21506,16205.0,0
24902,33097.166666666664,0
27956,755.3333333333334,0
11976,10500.0,0
6348,4384.666666666667,0
16627,23925.833333333332,1
11502,1351.3333333333333,0
22409,8707.666666666666,0
22303,16160.333333333334,0
15378,0.0,0
20935,15199.833333333334,0
20433,1113.3333333333333,0
8273,1602.3333333333333,0
4088,3500.0,0
27013,4167.0,0
17188,2166.6666666666665,0
21700,1401.0,0
22323,3800.1666666666665,0
28621,4589.666666666667,0
13441,1308.3333333333333,1
16533,875.5,0
25632,1567.8333333333333,0
27823,183.33333333333334,0
2294,12884.166666666666,0
6078,2829.5,0
25577,3225.0,0
15167,4336.5,0
29979,9237.333333333334,0
7076,6353.5,0
21052,573.5,0
20885,2936.0,0
18514,998.5,1
13214,3398.8333333333335,0
19442,5881.833333333333,0
18251,1322.6666666666667,1
9171,1500.0,1
19292,977.0,1
17517,1325.0,1
22107,4175.0,0
28292,8000.0,0
29175,7784.5,0
26526,1990.0,0
20527,4480.333333333333,0
21796,1900.0,0
5831,4825.666666666667,0
14981,983.3333333333334,1
28857,1007.3333333333334,0
22975,231.83333333333334,0
7258,2680.8333333333335,1
8552,1629.8333333333333,0
16030,554.3333333333334,1
11936,5834.166666666667,0
21270,3435.0,0
19485,2269.3333333333335,0
9448,124.0,0
14789,5031.166666666667,0
6491,3901.1666666666665,0
18082,2759.8333333333335,0
731,866.5,0
10451,5533.333333333333,0
11604,2248.3333333333335,0
20485,1098.8333333333333,0
19090,8358.5,0
21081,2766.6666666666665,0
29396,1677.6666666666667,0
2350,15570.833333333334,1
25656,6091.5,0
9294,1907.1666666666667,0
17676,1950.0,0
13022,1253.0,1
27120,1593.6666666666667,1
25399,1949.6666666666667,0
13954,21250.0,0
16386,1602.3333333333333,0
21467,0.0,1
11544,7921.0,1
16013,1176.0,0
24628,1254.0,0
5128,927.0,0
11509,18017.166666666668,0
21134,1604.6666666666667,1
22709,481.1666666666667,1
3637,649.1666666666666,0
27477,6516.666666666667,0
18559,783.8333333333334,0
8359,6891.0,0
3873,1286.0,0
11907,3727.5,1
13156,1247.0,0
13363,3628.3333333333335,0
4159,566.6666666666666,0
19760,15842.333333333334,0
12032,0.0,0
10153,2962.8333333333335,0
8027,5465.166666666667,0
17113,22166.666666666668,0
23507,9103.666666666666,1
18173,4751.166666666667,0
13557,0.0,0
18831,3720.3333333333335,0
1794,2428.3333333333335,0
8939,2874.3333333333335,0
26697,844.1666666666666,0
23334,3750.0,0
5187,750.0,0
11877,1790.6666666666667,0
2514,0.0,0
24164,1448.8333333333333,0
18354,2016.6666666666667,0
24353,7851.0,0
12279,692.0,1
25963,1385.1666666666667,0
7937,1737.6666666666667,0
23768,0.0,0
14002,5267.666666666667,0
146,1197.1666666666667,0
12971,7669.333333333333,0
6816,0.0,0
29386,15460.833333333334,0
9099,2033.3333333333333,1
20364,2153.5,1
23106,7838.333333333333,0
13155,6729.0,0
26441,2890.0,0
13756,2691.6666666666665,0
23693,6004.166666666667,0
10933,1029.3333333333333,0
12296,6500.0,0
2121,8724.0,0
1649,309.0,0
24789,1160.8333333333333,0
4679,3316.6666666666665,0
11928,26804.166666666668,0
9303,726.8333333333334,0
24644,3769.6666666666665,1
23287,473.3333333333333,0
14885,423.8333333333333,1
1928,4000.0,0
18320,3583.3333333333335,0
8603,1307.5,0
6242,7916.666666666667,0
13474,4226.666666666667,0
25211,1181.6666666666667,0
16840,1874.6666666666667,1
2542,2800.0,1
13198,5946.333333333333,0
5915,10616.0,0
23378,64657.166666666664,1
23998,1323.3333333333333,0
25624,25935.833333333332,0
28310,9093.833333333334,0
573,2514.0,0
6095,582.6666666666666,1
4543,3268.5,0
22354,983.3333333333334,0
20807,3112.1666666666665,1
11911,0.0,0
21653,9118.333333333334,0
20677,10482.5,0
17762,2446.1666666666665,1
14925,12666.666666666666,0
7871,0.0,0
11415,10266.666666666666,0
9994,1903.1666666666667,1
22076,1278.1666666666667,0
14414,0.0,0
17249,496.8333333333333,1
28004,316052.6666666667,0
19799,1418.1666666666667,1
880,1016.6666666666666,0
14065,2117.1666666666665,1
2682,305.8333333333333,0
25651,31735.666666666668,0
26897,726.5,1
12634,2281.5,0
21164,2960.0,0
19495,1682.5,0
15399,975.1666666666666,1
9424,1196.3333333333333,0
5011,0.0,0
12531,19038.0,0
12329,22520.666666666668,0
565,1645.6666666666667,0
12904,2523.3333333333335,0
26035,2282.0,1
25700,2462.1666666666665,0
2161,6388.0,0
23574,433.1666666666667,0
673,3237.1666666666665,1
1442,1084.6666666666667,0
4024,2521.5,0
920,5500.0,0
19649,6304.166666666667,1
22014,19750.833333333332,1
21490,698.6666666666666,0
10214,2306.3333333333335,0
22085,2759.8333333333335,0
2787,501.5,0
15715,11878.833333333334,0
9624,2732.1666666666665,0
25981,1826.8333333333333,0
12730,11092.0,1
20050,80.83333333333333,0
7380,1621.5,0
20004,10978.333333333334,0
15075,2186.6666666666665,0
4189,8209.166666666666,1
5870,4519.0,0
28513,2712.6666666666665,0
20774,22113.0,0
13544,6226.333333333333,0
25343,1721.8333333333333,0
12305,9607.666666666666,0
8122,1403.5,0
12978,5750.0,0
1822,2335.0,0
20614,5428.166666666667,0
1952,1783.3333333333333,0
10409,5808.333333333333,1
29214,2743.5,1
29492,75.83333333333333,1
8096,2397.8333333333335,0
20551,8751.166666666666,0
23477,44419.0,0
12069,3200.0,1
948,1221.1666666666667,0
15978,1987.1666666666667,0
11805,1366.0,0
12748,1523.0,0
6996,1011.0,1
29305,2052.6666666666665,0
17559,1316.6666666666667,0
15248,1377.5,0
23012,16039.0,0
13257,452.3333333333333,0
29196,666.6666666666666,0
29431,1701.8333333333333,0
9493,611.6666666666666,1
27695,1178.5,0
11011,487.6666666666667,1
4608,23109.333333333332,0
28096,1631.1666666666667,0
13830,1126.0,1
28778,6603.666666666667,0
867,1000.0,0
1250,0.0,1
9197,2018.5,1
5340,3383.3333333333335,0
27429,1025.6666666666667,1
4205,1097.3333333333333,0
18803,2416.6666666666665,0
23692,652.5,1
21797,4667.666666666667,0
11258,5361.333333333333,0
894,4098.333333333333,0
27316,3598.0,0
21461,21848.833333333332,0
9169,2061.3333333333335,0
28468,2623.5,0
25629,12118.0,0
22480,254.33333333333334,0
29425,3072.3333333333335,0
1893,366.0,0
12906,6806.666666666667,0
8523,0.6666666666666666,0
2511,974.5,1
2279,2644.6666666666665,1
26955,7390.666666666667,0
3397,34078.0,0
20916,34143.5,0
23996,2319.6666666666665,0
1618,422.5,0
3931,166.66666666666666,0
19371,1948.3333333333333,0
23426,36597.333333333336,0
13686,55522.833333333336,0
10681,7550.666666666667,0
10043,897.5,1
3828,443.0,0
26118,15766.333333333334,0
5999,4890.666666666667,0
14252,2116.0,1
9541,5333.333333333333,0
449,2007.1666666666667,0
1940,5473.0,0
19096,2314.0,0
18177,545.0,0
22494,3511.8333333333335,0
5405,1248.0,1
199,3643.5,0
932,26184.5,1
20370,1391.5,0
23851,490.0,0
5184,7958.166666666667,0
29542,947.6666666666666,0
23102,3199.6666666666665,0
18907,11116.0,0
11767,321.6666666666667,0
8568,644.0,1
10233,1196.0,1
4850,490.5,0
28446,3594.1666666666665,0
57,4863.166666666667,0
26401,17600.0,0
17946,1236.3333333333333,0
22660,7541.166666666667,0
183,37091.666666666664,0
3428,1416.6666666666667,0
22788,4407.833333333333,0
9519,3209.0,0
12341,2569.6666666666665,0
3070,1023.8333333333334,0
13312,2856.1666666666665,0
17142,4179.833333333333,0
11491,15018.0,0
10983,0.0,0
22511,1916.6666666666667,0
10203,9172.0,0
5806,1039.1666666666667,0
29452,802.6666666666666,1
2013,899.8333333333334,1
29653,20196.5,0
13542,1300.5,1
10594,883.1666666666666,0
29523,1550.0,0
3620,1019.3333333333334,1
28603,12086.0,0
19154,1416.6666666666667,0
3694,1916.6666666666667,0
20749,1963.0,0
16836,3218.1666666666665,0
24400,3098.1666666666665,0
4938,916.6666666666666,0
20046,3.0,1
16439,3059.1666666666665,1
28837,29312.833333333332,0
16846,978.3333333333334,1
29311,1227.6666666666667,0
22105,8307.666666666666,0
21668,0.0,1
12476,3289.5,0
1573,2195.0,0
11116,4177.666666666667,1
28469,19420.5,0
22222,3533.8333333333335,0
16427,4326.0,0
7680,1141.3333333333333,1
16938,883.3333333333334,1
26940,5666.666666666667,0
14850,3178.6666666666665,0
24925,3700.0,0
11691,267.0,0
27418,3650.0,0
6296,4750.0,0
25084,49.333333333333336,0
24431,2641.1666666666665,0
20963,33460.0,1
13826,521.6666666666666,0
18883,2916.0,0
22858,7222.5,0
20567,1266.5,1
357,4566.333333333333,0
9555,0.0,0
16192,1861.6666666666667,1
4700,2883.6666666666665,0
24947,4069.6666666666665,0
11854,64086.666666666664,0
6410,2083.3333333333335,0
4860,2795.8333333333335,0
18256,20050.666666666668,0
20642,6247.833333333333,0
16400,1268.6666666666667,0
29399,3048.3333333333335,0
29828,4366.666666666667,1
17091,5666.666666666667,0
23964,1029.0,1
13186,46007.333333333336,1
11156,10987.0,0
5191,896.3333333333334,0
12451,1500.0,1
22592,2878.6666666666665,0
15906,7342.833333333333,0
1494,3887.5,0
8991,5350.0,0
15225,2166.0,0
12916,4143.833333333333,0
28228,987.6666666666666,0
6754,130.0,1
26295,443.0,1
22355,9699.5,0
6256,1983.3333333333333,1
11750,2215.0,1
4026,26500.0,0
14374,4484.0,1
3895,2948.8333333333335,0
22693,133.33333333333334,1
29221,0.0,0
22666,14666.666666666666,0
28194,17258.333333333332,0
8778,2611.3333333333335,0
3959,2247.8333333333335,1
484,2414.3333333333335,0
29128,2834.5,0
17067,2668.5,0
2783,4950.0,0
15701,3548.3333333333335,1
27790,1433.3333333333333,0
13880,5066.333333333333,0
11041,2337.5,1
28485,926.8333333333334,0
17579,2503.3333333333335,0
8423,21628.666666666668,0
13897,17027.5,1
20307,1449.0,1
27637,66.66666666666667,0
21659,1833.3333333333333,0
19040,994.0,1
2834,1209.0,0
29967,1105.5,1
2295,331.8333333333333,1
26856,2172.3333333333335,0
6079,5783.666666666667,1
15739,5043.166666666667,0
10670,834.1666666666666,0
27114,2442.1666666666665,0
27372,24365.0,0
14763,5279.833333333333,0
5413,1191.6666666666667,0
11261,2227.1666666666665,0
6084,2775.6666666666665,1
17735,3833.3333333333335,0
20525,4152.333333333333,0
29383,65782.5,0
4353,6736.5,0
6461,30231.666666666668,0
27539,6765.0,0
9524,1724.1666666666667,0
16883,1538.8333333333333,0
13265,2583.3333333333335,0
19141,3631.8333333333335,0
26566,3753.6666666666665,0
27831,7763.333333333333,0
19167,625.6666666666666,1
26704,1078.0,0
13273,1685.3333333333333,0
14746,2860.6666666666665,0
27886,6472.0,1
6859,2164.1666666666665,0
21931,7237.5,0
24224,29500.333333333332,0
19030,1513.8333333333333,1
27006,1333.3333333333333,1
25951,20618.166666666668,0
8590,123.5,0
21587,2067.0,1
24033,3585.8333333333335,1
22215,3216.1666666666665,0
18228,2121.0,0
21687,2573.5,0
21832,2096.0,0
7466,8500.0,1
22317,1228.0,0
22174,2358.0,1
15725,6469.833333333333,0
1337,2066.6666666666665,1
8211,9123.166666666666,0
260,7003.333333333333,1
667,2494.0,0
9904,0.0,0
26543,2887.3333333333335,0
27890,3915.1666666666665,0
29841,6950.0,1
16860,1625.8333333333333,0
11980,1061.1666666666667,0
9268,2338.0,0
22234,4334.833333333333,0
13958,650.6666666666666,0
17405,5038.166666666667,0
2595,4166.666666666667,0
19130,1188.0,0
24726,954.6666666666666,0
4322,1334.5,0
11054,441.8333333333333,0
21238,4400.0,0
14919,3921.3333333333335,1
12756,0.0,1
1187,1094.3333333333333,1
24172,1287.8333333333333,0
16297,3636.0,0
12327,5206.0,0
16958,7095.166666666667,0
20349,3639.5,0
15522,541.6666666666666,0
1262,62356.333333333336,1
850,2583.3333333333335,0
5085,4243.666666666667,1
22011,2449.6666666666665,1
12210,11396.333333333334,0
11664,1366.6666666666667,0
8669,13044.833333333334,0
17516,8500.0,0
6855,4500.0,1
18712,2333.3333333333335,0
27474,2014.5,1
24320,684.0,1
28412,1303.3333333333333,0
3747,1282.3333333333333,0
5642,1493.6666666666667,0
1535,1334.8333333333333,0
5442,6932.833333333333,0
12879,18376.666666666668,0
29574,5519.166666666667,0
9508,521.8333333333334,0
27655,5825.5,1
1726,5014.166666666667,0
23550,2858.1666666666665,0
3232,2441.1666666666665,0
25505,0.0,1
16056,10443.666666666666,0
15221,241.33333333333334,0
1964,3183.3333333333335,0
6179,2369.3333333333335,0
11032,666.6666666666666,1
29135,534.5,0
7178,0.0,1
26445,0.0,0
14704,1733.8333333333333,0
6503,123.0,0
12118,1070.6666666666667,0
13863,1733.8333333333333,0
16283,5768.333333333333,0
21236,846.1666666666666,1
16635,726.6666666666666,1
19501,7252.0,0
28648,415.0,0
8358,13128.333333333334,0
18499,1608.3333333333333,0
10232,889.3333333333334,0
26714,1021.8333333333334,0
29667,28488.333333333332,0
4134,5553.333333333333,1
27991,7083.833333333333,0
17955,575.1666666666666,0
4246,2850.0,0
26859,6124.833333333333,1
25230,3097.0,0
27292,1070.6666666666667,0
4814,3880.0,0
3514,1502.1666666666667,0
1391,1294.3333333333333,1
7326,2578.8333333333335,0
20321,4073.0,0
24891,11973.166666666666,0
5414,1253.8333333333333,0
11507,983.3333333333334,0
12413,420.8333333333333,0
17765,965.6666666666666,0
28017,755.3333333333334,1
29156,783.3333333333334,1
27660,1134.3333333333333,1
21252,1521.6666666666667,0
4426,2224.1666666666665,1
20724,2812.8333333333335,0
3064,2216.6666666666665,0
15323,0.0,0
241,380.8333333333333,0
27391,8639.166666666666,0
17784,1443.0,0
20243,836.6666666666666,0
18249,1751.0,0
20697,1555.8333333333333,0
13749,9636.833333333334,0
13944,495.0,1
435,4207.333333333333,0
12648,7541.333333333333,0
14561,3280.8333333333335,1
26718,403.0,0
11765,0.0,0
29551,725.0,0
20650,1343.5,0
26216,4070.1666666666665,0
25674,812.3333333333334,0
28807,2.1666666666666665,1
12461,1005.5,0
20909,3291.1666666666665,0
3972,37003.166666666664,1
15708,1485.8333333333333,0
24452,1324.8333333333333,1
11257,2132.0,0
7243,22999.0,0
2011,1666.6666666666667,0
20498,733.3333333333334,1
6026,19667.666666666668,1
28573,3000.0,0
29416,699.3333333333334,0
20816,11945.333333333334,0
24084,3550.0,0
12790,25335.333333333332,0
20860,1857.3333333333333,0
22855,3842.1666666666665,0
13771,2565.0,0
22190,6030.166666666667,0
17924,768.6666666666666,1
17459,4436.833333333333,0
19685,2317.0,0
11078,809.0,0
16183,4495.333333333333,0
6404,1801.8333333333333,1
15655,2433.0,0
18086,452.1666666666667,0
5690,262.8333333333333,0
26123,7416.333333333333,0
10081,2002.5,0
3800,0.0,0
29363,3577.5,0
24252,2458.1666666666665,0
23623,0.0,0
20591,5562.833333333333,0
11542,5382.5,0
3683,4162.166666666667,0
20640,9933.333333333334,1
3123,6052.0,0
10453,1825.0,0
11503,2480.0,1
24055,11169.666666666666,0
3168,2410.1666666666665,0
23188,2961.5,0
3779,7122.833333333333,0
5592,1263.8333333333333,0
2379,1183.3333333333333,1
2447,4705.666666666667,0
21581,1372.3333333333333,1
10359,4307.833333333333,0
13174,10822.166666666666,0
23391,1245.6666666666667,1
7884,3578.0,0
2475,2167.0,0
13356,475.0,0
12480,1768.8333333333333,0
19612,16268.0,0
1328,876.3333333333334,0
18013,3583.3333333333335,1
26723,24018.5,0
17151,931.8333333333334,0
17248,0.0,1
5315,14807.666666666666,0
6941,3063.6666666666665,0
21029,2477.1666666666665,0
23626,4252.166666666667,0
14795,3833.3333333333335,0
24490,2810.1666666666665,0
24794,8777.0,1
26392,18334.5,0
28902,5042.166666666667,0
3069,17179.0,0
9367,1600.0,0
3880,3273.6666666666665,0
339,1767.8333333333333,1
27029,1047.0,1
8509,0.0,1
5677,0.0,0
28192,96.0,0
4781,9101.333333333334,0
6295,15831.333333333334,0
603,769.3333333333334,0
24921,134760.83333333334,0
22213,467.0,1
27040,406.1666666666667,1
27627,6092.333333333333,0
6235,1706.1666666666667,0
11097,243.5,0
17834,146.83333333333334,0
3583,7194.666666666667,0
9440,5451.0,1
25413,1738.0,0
17093,2177.1666666666665,1
1522,333.3333333333333,0
11958,6137.5,0
15085,3851.1666666666665,1
2219,498.8333333333333,1
24242,2100.0,0
9141,3206.6666666666665,0
28467,39.833333333333336,0
19364,1675.0,0
23946,4327.5,0
20277,2756.0,0
27101,6747.166666666667,0
15485,0.0,0
1329,4816.666666666667,0
17315,1362.5,0
3758,0.0,1
13724,187.33333333333334,0
896,100.0,0
20965,13276.5,0
28556,19302.666666666668,0
16973,0.0,1
7107,0.0,0
28822,11564.833333333334,0
19921,3246.6666666666665,0
27219,408.6666666666667,0
99,630.5,0
7792,396.0,0
1030,1197.3333333333333,1
3272,6400.333333333333,0
6879,1962.6666666666667,0
20219,3802.3333333333335,0
16778,10647.5,0
29890,4266.666666666667,0
14903,4086.5,0
2694,3699.0,0
13911,3169.0,1
6848,12333.333333333334,0
15612,9404.666666666666,0
5833,6301.5,0
28947,25377.666666666668,1
21741,1321.5,1
6762,1031.1666666666667,0
12768,6467.5,1
24363,1369.0,0
18456,1650.0,0
29977,1586.6666666666667,1
17397,2110.8333333333335,0
9950,666.6666666666666,0
16148,5153.5,0
5033,1666.6666666666667,0
22253,14999.333333333334,0
22523,1676.8333333333333,0
9047,1350.0,0
3226,833.3333333333334,0
6925,776.5,0
20102,326.6666666666667,0
4409,9238.0,0
16796,4567.0,0
5195,8000.166666666667,0
9640,10583.333333333334,0
5264,6239.5,0
16725,3166.6666666666665,0
24188,45100.5,0
20960,9377.666666666666,0
3976,1506.8333333333333,0
17058,737.3333333333334,1
2624,7323.833333333333,0
1802,671.0,0
13433,1618.6666666666667,1
9101,692.6666666666666,1
2397,2503.0,0
20704,2860.1666666666665,1
29064,50907.166666666664,0
21349,3400.3333333333335,0
24036,271.3333333333333,0
1728,5833.333333333333,1
6218,393.8333333333333,0
15433,1257.5,0
22787,2458.3333333333335,1
15520,4888.166666666667,0
25892,396.0,0
29547,2051.8333333333335,0
13010,10073.666666666666,0
14770,7333.166666666667,0
6015,1750.0,1
23718,2800.3333333333335,1
16591,1500.0,0
5829,859.5,0
4913,390.0,0
21441,3836.5,0
15242,2156.6666666666665,0
16254,6742.833333333333,0
26233,2875.6666666666665,0
27765,595.6666666666666,0
15176,4312.166666666667,0
13152,5983.333333333333,1
14098,833.3333333333334,0
22171,685.8333333333334,0
10154,239.0,0
22139,5727.166666666667,0
19519,0.0,0
9088,396.0,0
17456,7033.333333333333,0
12962,4780.666666666667,0
10205,2942.3333333333335,0
5370,7033.333333333333,0
25365,1473.6666666666667,0
1960,2114.3333333333335,0
999,3328.3333333333335,1
2127,2393.5,0
14961,2307.3333333333335,0
18825,2983.3333333333335,0
15718,6230.833333333333,0
13412,1177.5,0
9789,2269.1666666666665,0
